timestamp,resource_id,cpu_utilization,memory_utilization,network_in,network_out,disk_read,disk_write,storage_gb,request_count,runtime_hours
2026-07-25T00:00:00Z,i-0spike991122,16.29,31.96,190.91,225.51,79.22,95.06,100.0,418,24.0
2026-07-25T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-07-25T00:00:00Z,i-0heavyworker01,95.31,88.35,9556.57,19301.99,3109.52,2158.42,1000.0,63184,24.0
2026-07-26T00:00:00Z,i-0dev123456789a,3.74,19.09,13.11,48.98,19.79,15.47,50.0,130,24.0
2026-07-26T00:00:00Z,db-overprov-prod01,14.88,22.11,297.57,846.56,264.51,289.96,500.0,2588,24.0
2026-07-26T00:00:00Z,i-0nonprod998877,5.09,29.33,89.29,23.62,10.79,21.29,80.0,84,24.0
2026-07-26T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,13.01,21.88,122.0,176,24.0
2026-07-26T00:00:00Z,i-0prodapp0123,40.13,45.13,1458.33,5833.33,729.17,583.33,200.0,14583,24.0
2026-07-26T00:00:00Z,i-0spike991122,14.69,29.15,154.68,111.28,93.24,90.65,100.0,799,24.0
2026-07-26T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-07-26T00:00:00Z,i-0heavyworker01,89.78,86.53,14447.66,22744.71,2989.39,3076.9,1000.0,46457,24.0
2026-07-27T00:00:00Z,i-0dev123456789a,5.84,19.24,19.15,36.87,14.27,10.37,50.0,67,24.0
2026-07-27T00:00:00Z,db-overprov-prod01,13.12,22.63,512.1,811.31,210.38,212.19,500.0,2814,24.0
2026-07-27T00:00:00Z,i-0nonprod998877,9.34,20.29,80.41,69.62,31.12,16.39,80.0,595,24.0
2026-07-27T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,17.01,21.8,124.0,178,24.0
2026-07-27T00:00:00Z,i-0prodapp0123,40.6,45.6,1500.0,6000.0,750.0,600.0,200.0,15000,24.0
2026-07-27T00:00:00Z,i-0spike991122,15.14,32.84,179.31,224.42,93.12,97.48,100.0,458,24.0
2026-07-27T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-07-27T00:00:00Z,i-0heavyworker01,88.89,78.87,9591.36,24700.49,3970.47,2650.63,1000.0,71670,24.0
2026-07-28T00:00:00Z,i-0dev123456789a,3.34,15.53,15.16,15.12,7.28,7.08,50.0,146,24.0
2026-07-28T00:00:00Z,db-overprov-prod01,12.07,23.38,484.38,700.53,134.46,138.46,500.0,1561,24.0
2026-07-28T00:00:00Z,i-0nonprod998877,10.79,21.77,27.1,29.65,23.82,16.19,80.0,754,24.0
2026-07-28T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,23.81,10.79,126.0,259,24.0
2026-07-28T00:00:00Z,i-0prodapp0123,41.07,46.07,1541.67,6166.67,770.83,616.67,200.0,15416,24.0
2026-07-28T00:00:00Z,i-0spike991122,19.21,25.61,155.38,261.24,87.41,59.23,100.0,483,24.0
2026-07-28T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-07-28T00:00:00Z,i-0heavyworker01,88.78,84.27,8689.14,16938.02,4989.88,1628.39,1000.0,52621,24.0
2026-07-29T00:00:00Z,i-0dev123456789a,5.0,21.27,30.47,31.28,6.61,11.71,50.0,129,24.0
2026-07-29T00:00:00Z,db-overprov-prod01,11.62,20.26,212.04,493.25,142.29,165.5,500.0,1679,24.0
2026-07-29T00:00:00Z,i-0nonprod998877,13.94,26.79,83.13,59.88,12.61,26.11,80.0,910,24.0
2026-07-29T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,18.63,12.55,128.0,156,24.0
2026-07-29T00:00:00Z,i-0prodapp0123,41.53,46.53,1583.33,6333.33,791.67,633.33,200.0,15833,24.0
2026-07-29T00:00:00Z,i-0spike991122,13.56,34.87,221.15,147.45,55.09,57.64,100.0,498,24.0
2026-07-29T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-07-29T00:00:00Z,i-0heavyworker01,84.61,79.28,6733.74,23451.48,2320.93,3335.79,1000.0,60519,24.0
2026-07-30T00:00:00Z,i-0dev123456789a,5.94,15.78,25.91,48.78,17.98,17.26,50.0,88,24.0
2026-07-30T00:00:00Z,db-overprov-prod01,14.01,23.58,534.06,642.97,156.0,253.9,500.0,1780,24.0
2026-07-30T00:00:00Z,i-0nonprod998877,12.25,25.08,39.39,29.19,28.32,18.66,80.0,906,24.0
2026-07-30T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,19.62,20.65,130.0,110,24.0
2026-07-30T00:00:00Z,i-0prodapp0123,42.0,47.0,1625.0,6500.0,812.5,650.0,200.0,16250,24.0
2026-07-30T00:00:00Z,i-0spike991122,19.9,28.22,261.97,150.93,84.08,88.01,100.0,638,24.0
2026-07-30T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-07-30T00:00:00Z,i-0heavyworker01,87.77,80.23,14295.29,22459.29,5860.11,1935.04,1000.0,76543,24.0
2026-07-31T00:00:00Z,i-0dev123456789a,5.78,16.27,12.66,39.64,13.62,17.63,50.0,70,24.0
2026-07-31T00:00:00Z,db-overprov-prod01,11.21,18.98,298.56,788.74,233.04,204.61,500.0,2038,24.0
2026-07-31T00:00:00Z,i-0nonprod998877,11.92,28.17,55.13,50.16,23.88,19.04,80.0,1023,24.0
2026-07-31T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,14.64,27.99,132.0,176,24.0
2026-07-31T00:00:00Z,i-0prodapp0123,42.47,47.47,1666.67,6666.67,833.33,666.67,200.0,16666,24.0
2026-07-31T00:00:00Z,i-0spike991122,11.17,34.4,225.54,166.98,56.96,89.7,100.0,648,24.0
2026-07-31T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-07-31T00:00:00Z,i-0heavyworker01,94.51,86.83,6516.75,14675.83,2993.96,4103.81,1000.0,41676,24.0
2026-08-01T00:00:00Z,i-0dev123456789a,4.49,20.34,45.07,23.68,17.32,6.66,50.0,176,24.0
2026-08-01T00:00:00Z,db-overprov-prod01,12.38,22.78,289.95,437.55,244.45,244.01,500.0,2461,24.0
2026-08-01T00:00:00Z,i-0nonprod998877,5.71,22.52,47.66,34.53,37.25,27.5,80.0,52,24.0
2026-08-01T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,28.95,13.07,134.0,217,24.0
2026-08-01T00:00:00Z,i-0prodapp0123,42.93,47.93,1708.33,6833.33,854.17,683.33,200.0,17083,24.0
2026-08-01T00:00:00Z,i-0spike991122,18.72,34.32,213.03,239.33,96.12,85.36,100.0,461,24.0
2026-08-01T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-01T00:00:00Z,i-0heavyworker01,90.49,81.36,12364.44,24015.51,5702.27,3077.94,1000.0,45661,24.0
2026-08-02T00:00:00Z,i-0dev123456789a,5.95,20.87,14.99,46.83,18.05,12.78,50.0,138,24.0
2026-08-02T00:00:00Z,db-overprov-prod01,10.33,20.01,681.71,302.78,166.7,179.63,500.0,2306,24.0
2026-08-02T00:00:00Z,i-0nonprod998877,4.73,23.47,79.0,56.18,16.74,23.57,80.0,31,24.0
2026-08-02T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,19.97,18.38,136.0,282,24.0
2026-08-02T00:00:00Z,i-0prodapp0123,43.4,48.4,1750.0,7000.0,875.0,700.0,200.0,17500,24.0
2026-08-02T00:00:00Z,i-0spike991122,10.13,31.64,135.61,292.21,57.43,70.73,100.0,434,24.0
2026-08-02T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-02T00:00:00Z,i-0heavyworker01,89.03,83.93,5670.76,21249.41,2839.62,4643.19,1000.0,50256,24.0
2026-08-03T00:00:00Z,i-0dev123456789a,3.17,15.26,28.88,32.59,5.99,16.63,50.0,117,24.0
2026-08-03T00:00:00Z,db-overprov-prod01,12.64,20.4,535.78,393.14,136.39,272.36,500.0,2919,24.0
2026-08-03T00:00:00Z,i-0nonprod998877,10.71,26.44,52.7,22.03,14.68,31.48,80.0,961,24.0
2026-08-03T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,14.44,14.62,138.0,234,24.0
2026-08-03T00:00:00Z,i-0prodapp0123,43.87,48.87,1791.67,7166.67,895.83,716.67,200.0,17916,24.0
2026-08-03T00:00:00Z,i-0spike991122,11.79,31.53,147.64,119.89,62.16,86.11,100.0,742,24.0
2026-08-03T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-03T00:00:00Z,i-0heavyworker01,87.56,85.02,7049.84,14397.22,5585.34,1545.51,1000.0,44275,24.0
2026-08-04T00:00:00Z,i-0dev123456789a,3.23,15.19,17.26,33.32,11.32,18.39,50.0,172,24.0
2026-08-04T00:00:00Z,db-overprov-prod01,11.56,20.28,554.18,460.84,224.83,181.88,500.0,2328,24.0
2026-08-04T00:00:00Z,i-0nonprod998877,10.94,29.48,81.09,31.21,36.05,24.62,80.0,1126,24.0
2026-08-04T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,18.5,10.45,140.0,153,24.0
2026-08-04T00:00:00Z,i-0prodapp0123,44.33,49.33,1833.33,7333.33,916.67,733.33,200.0,18333,24.0
2026-08-04T00:00:00Z,i-0spike991122,11.39,33.35,296.88,205.14,58.58,63.62,100.0,407,24.0
2026-08-04T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-04T00:00:00Z,i-0heavyworker01,83.65,83.65,7740.55,18312.67,4605.68,4404.1,1000.0,50321,24.0
2026-08-05T00:00:00Z,i-0dev123456789a,2.54,15.96,46.0,44.96,13.96,14.01,50.0,149,24.0
2026-08-05T00:00:00Z,db-overprov-prod01,15.49,20.51,429.88,611.35,109.39,133.26,500.0,2607,24.0
2026-08-05T00:00:00Z,i-0nonprod998877,14.03,22.45,51.14,43.1,20.67,31.57,80.0,707,24.0
2026-08-05T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,19.52,23.27,142.0,287,24.0
2026-08-05T00:00:00Z,i-0prodapp0123,44.8,49.8,1875.0,7500.0,937.5,750.0,200.0,18750,24.0
2026-08-05T00:00:00Z,i-0spike991122,12.62,30.95,110.29,199.27,79.84,66.71,100.0,708,24.0
2026-08-05T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-05T00:00:00Z,i-0heavyworker01,83.05,85.92,9954.91,20326.04,3739.31,2362.41,1000.0,80955,24.0
2026-08-06T00:00:00Z,i-0dev123456789a,5.3,19.86,20.89,33.61,10.41,6.37,50.0,187,24.0
2026-08-06T00:00:00Z,db-overprov-prod01,15.7,20.68,311.08,625.14,274.59,246.44,500.0,2709,24.0
2026-08-06T00:00:00Z,i-0nonprod998877,14.92,28.49,39.97,59.15,16.64,39.63,80.0,1160,24.0
2026-08-06T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,24.11,28.5,144.0,136,24.0
2026-08-06T00:00:00Z,i-0prodapp0123,45.27,50.27,1916.67,7666.67,958.33,766.67,200.0,19166,24.0
2026-08-06T00:00:00Z,i-0spike991122,16.97,27.97,284.88,294.21,97.21,73.71,100.0,744,24.0
2026-08-06T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-06T00:00:00Z,i-0heavyworker01,86.47,87.43,5370.08,18944.05,2920.04,1921.98,1000.0,43847,24.0
2026-08-07T00:00:00Z,i-0dev123456789a,4.94,17.38,38.99,12.61,9.73,13.09,50.0,168,24.0
2026-08-07T00:00:00Z,db-overprov-prod01,13.76,23.32,569.52,439.78,104.88,274.02,500.0,1531,24.0
2026-08-07T00:00:00Z,i-0nonprod998877,13.29,29.39,83.9,99.83,20.52,33.02,80.0,781,24.0
2026-08-07T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,22.55,27.47,146.0,296,24.0
2026-08-07T00:00:00Z,i-0prodapp0123,45.73,50.73,1958.33,7833.33,979.17,783.33,200.0,19583,24.0
2026-08-07T00:00:00Z,i-0spike991122,17.38,27.39,122.09,170.92,64.36,64.82,100.0,493,24.0
2026-08-07T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-07T00:00:00Z,i-0heavyworker01,82.25,89.82,9277.73,15764.9,4718.59,2263.89,1000.0,87498,24.0
2026-08-08T00:00:00Z,i-0dev123456789a,5.25,15.63,26.7,45.16,19.17,12.01,50.0,142,24.0
2026-08-08T00:00:00Z,db-overprov-prod01,15.95,19.39,765.64,689.79,221.55,202.54,500.0,1846,24.0
2026-08-08T00:00:00Z,i-0nonprod998877,4.1,21.86,82.37,48.01,11.74,39.07,80.0,90,24.0
2026-08-08T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,29.9,13.48,148.0,179,24.0
2026-08-08T00:00:00Z,i-0prodapp0123,46.2,51.2,2000.0,8000.0,1000.0,800.0,200.0,20000,24.0
2026-08-08T00:00:00Z,i-0spike991122,18.16,27.24,144.76,207.39,79.65,79.0,100.0,436,24.0
2026-08-08T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-08T00:00:00Z,i-0heavyworker01,85.72,76.94,13887.48,24334.77,5448.51,4333.31,1000.0,72762,24.0
2026-08-09T00:00:00Z,i-0dev123456789a,4.43,15.61,26.34,24.91,8.9,15.85,50.0,124,24.0
2026-08-09T00:00:00Z,db-overprov-prod01,11.32,22.1,245.68,810.72,199.03,196.12,500.0,2388,24.0
2026-08-09T00:00:00Z,i-0nonprod998877,4.74,26.78,65.26,41.36,36.36,33.92,80.0,72,24.0
2026-08-09T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,27.35,24.17,150.0,267,24.0
2026-08-09T00:00:00Z,i-0prodapp0123,46.67,51.67,2041.67,8166.67,1020.83,816.67,200.0,20416,24.0
2026-08-09T00:00:00Z,i-0spike991122,17.53,26.59,276.17,274.37,51.46,91.29,100.0,451,24.0
2026-08-09T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-09T00:00:00Z,i-0heavyworker01,92.41,77.41,13179.67,22482.01,4029.87,1522.35,1000.0,54351,24.0
2026-08-10T00:00:00Z,i-0dev123456789a,4.66,21.87,35.27,20.39,14.51,13.1,50.0,166,24.0
2026-08-10T00:00:00Z,db-overprov-prod01,14.57,21.25,777.8,505.12,226.52,286.41,500.0,1653,24.0
2026-08-10T00:00:00Z,i-0nonprod998877,14.88,20.68,44.08,76.65,12.02,27.47,80.0,742,24.0
2026-08-10T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,10.91,27.43,152.0,294,24.0
2026-08-10T00:00:00Z,i-0prodapp0123,47.13,52.13,2083.33,8333.33,1041.67,833.33,200.0,20833,24.0
2026-08-10T00:00:00Z,i-0spike991122,17.58,25.25,104.42,164.72,74.43,88.52,100.0,673,24.0
2026-08-10T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-10T00:00:00Z,i-0heavyworker01,85.83,89.96,9261.81,16770.81,2654.5,4281.83,1000.0,74684,24.0
2026-08-11T00:00:00Z,i-0dev123456789a,3.27,15.58,37.22,36.18,9.1,19.26,50.0,72,24.0
2026-08-11T00:00:00Z,db-overprov-prod01,15.66,20.52,583.12,538.56,154.84,296.8,500.0,2114,24.0
2026-08-11T00:00:00Z,i-0nonprod998877,10.3,22.13,22.49,72.13,21.06,35.93,80.0,831,24.0
2026-08-11T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,13.71,27.37,154.0,255,24.0
2026-08-11T00:00:00Z,i-0prodapp0123,47.6,52.6,2125.0,8500.0,1062.5,850.0,200.0,21250,24.0
2026-08-11T00:00:00Z,i-0spike991122,16.26,26.31,106.51,284.17,80.83,89.83,100.0,592,24.0
2026-08-11T00:00:00Z,i-0newdeploy77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-08-11T00:00:00Z,i-0heavyworker01,83.75,85.28,9303.06,13007.87,3966.38,1724.73,1000.0,69098,24.0
2026-08-12T00:00:00Z,i-0dev123456789a,3.44,20.58,22.41,28.21,5.17,6.09,50.0,108,24.0
2026-08-12T00:00:00Z,db-overprov-prod01,13.6,19.75,616.99,816.07,255.97,107.92,500.0,2220,24.0
2026-08-12T00:00:00Z,i-0nonprod998877,10.42,29.87,31.4,59.91,28.54,31.07,80.0,891,24.0
2026-08-12T00:00:00Z,vol-0storagebloat01,0.0,0.0,0.0,0.0,16.53,20.35,156.0,117,24.0
2026-08-12T00:00:00Z,i-0prodapp0123,48.07,53.07,2166.67,8666.67,1083.33,866.67,200.0,21666,24.0
2026-08-12T00:00:00Z,i-0spike991122,13.97,26.33,213.51,237.89,90.03,60.01,100.0,466,24.0
