timestamp,account_id,region,service,resource_id,resource_type,usage_type,usage_quantity,cost,currency,environment,application
2026-07-22T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,31.0,28.3505,USD,production,Core Web App
2026-07-22T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,5.9594,USD,dev,Batch Experiment Server
2026-07-22T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-22T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,135.9522,USD,production,Data Processing Cluster
2026-07-23T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.6621,USD,dev,Analytics API Dev
2026-07-23T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,47.819,USD,production,Customer DB
2026-07-23T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.4265,USD,test,QA Test Server
2026-07-23T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,116.0,0.2448,USD,staging,Log Archive Storage
2026-07-23T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,32.0,29.5839,USD,production,Core Web App
2026-07-23T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,6.1227,USD,dev,Batch Experiment Server
2026-07-23T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-23T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,134.574,USD,production,Data Processing Cluster
2026-07-24T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.6802,USD,dev,Analytics API Dev
2026-07-24T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,48.2916,USD,production,Customer DB
2026-07-24T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.1105,USD,test,QA Test Server
2026-07-24T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,118.0,0.3383,USD,staging,Log Archive Storage
2026-07-24T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,33.0,29.8511,USD,production,Core Web App
2026-07-24T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,5.8336,USD,dev,Batch Experiment Server
2026-07-24T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-24T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,134.2456,USD,production,Data Processing Cluster
2026-07-25T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.4875,USD,dev,Analytics API Dev
2026-07-25T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,47.8749,USD,production,Customer DB
2026-07-25T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.4347,USD,test,QA Test Server
2026-07-25T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,120.0,0.3308,USD,staging,Log Archive Storage
2026-07-25T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,34.0,31.636,USD,production,Core Web App
2026-07-25T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,6.0092,USD,dev,Batch Experiment Server
2026-07-25T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-25T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,133.6858,USD,production,Data Processing Cluster
2026-07-26T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.4238,USD,dev,Analytics API Dev
2026-07-26T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,48.1134,USD,production,Customer DB
2026-07-26T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.4924,USD,test,QA Test Server
2026-07-26T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,122.0,0.4193,USD,staging,Log Archive Storage
2026-07-26T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,35.0,32.4255,USD,production,Core Web App
2026-07-26T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,6.1353,USD,dev,Batch Experiment Server
2026-07-26T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-26T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,137.9798,USD,production,Data Processing Cluster
2026-07-27T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.5686,USD,dev,Analytics API Dev
2026-07-27T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,47.9035,USD,production,Customer DB
2026-07-27T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,15.9087,USD,test,QA Test Server
2026-07-27T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,124.0,0.3182,USD,staging,Log Archive Storage
2026-07-27T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,36.0,33.4042,USD,production,Core Web App
2026-07-27T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,5.9393,USD,dev,Batch Experiment Server
2026-07-27T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-27T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,137.5595,USD,production,Data Processing Cluster
2026-07-28T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.3728,USD,dev,Analytics API Dev
2026-07-28T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,47.6689,USD,production,Customer DB
2026-07-28T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.2021,USD,test,QA Test Server
2026-07-28T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,126.0,0.3616,USD,staging,Log Archive Storage
2026-07-28T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,37.0,33.4984,USD,production,Core Web App
2026-07-28T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,6.1494,USD,dev,Batch Experiment Server
2026-07-28T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-28T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,134.2228,USD,production,Data Processing Cluster
2026-07-29T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.397,USD,dev,Analytics API Dev
2026-07-29T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,48.3905,USD,production,Customer DB
2026-07-29T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.3473,USD,test,QA Test Server
2026-07-29T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,128.0,0.3139,USD,staging,Log Archive Storage
2026-07-29T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,38.0,34.9793,USD,production,Core Web App
2026-07-29T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,6.0283,USD,dev,Batch Experiment Server
2026-07-29T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-29T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,132.9641,USD,production,Data Processing Cluster
2026-07-30T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.3684,USD,dev,Analytics API Dev
2026-07-30T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,47.8237,USD,production,Customer DB
2026-07-30T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,15.9926,USD,test,QA Test Server
2026-07-30T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,130.0,0.314,USD,staging,Log Archive Storage
2026-07-30T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,39.0,35.3844,USD,production,Core Web App
2026-07-30T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,5.8253,USD,dev,Batch Experiment Server
2026-07-30T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-30T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,134.8295,USD,production,Data Processing Cluster
2026-07-31T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.6181,USD,dev,Analytics API Dev
2026-07-31T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,48.3772,USD,production,Customer DB
2026-07-31T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.2016,USD,test,QA Test Server
2026-07-31T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,132.0,0.3607,USD,staging,Log Archive Storage
2026-07-31T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,40.0,37.0731,USD,production,Core Web App
2026-07-31T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,6.0497,USD,dev,Batch Experiment Server
2026-07-31T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-07-31T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,135.2008,USD,production,Data Processing Cluster
2026-08-01T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.351,USD,dev,Analytics API Dev
2026-08-01T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,48.1939,USD,production,Customer DB
2026-08-01T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.1772,USD,test,QA Test Server
2026-08-01T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,134.0,0.3585,USD,staging,Log Archive Storage
2026-08-01T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,41.0,37.6948,USD,production,Core Web App
2026-08-01T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,5.8072,USD,dev,Batch Experiment Server
2026-08-01T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-08-01T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,135.4577,USD,production,Data Processing Cluster
2026-08-02T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.4596,USD,dev,Analytics API Dev
2026-08-02T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,48.4199,USD,production,Customer DB
2026-08-02T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.0058,USD,test,QA Test Server
2026-08-02T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,136.0,0.3351,USD,staging,Log Archive Storage
2026-08-02T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,42.0,38.5806,USD,production,Core Web App
2026-08-02T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,6.0529,USD,dev,Batch Experiment Server
2026-08-02T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-08-02T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,137.9812,USD,production,Data Processing Cluster
2026-08-03T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.5098,USD,dev,Analytics API Dev
2026-08-03T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,47.8733,USD,production,Customer DB
2026-08-03T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,15.9163,USD,test,QA Test Server
2026-08-03T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,138.0,0.2719,USD,staging,Log Archive Storage
2026-08-03T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,43.0,39.0208,USD,production,Core Web App
2026-08-03T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,6.12,USD,dev,Batch Experiment Server
2026-08-03T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-08-03T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,136.9813,USD,production,Data Processing Cluster
2026-08-04T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.4367,USD,dev,Analytics API Dev
2026-08-04T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,47.9361,USD,production,Customer DB
2026-08-04T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.3799,USD,test,QA Test Server
2026-08-04T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,140.0,0.3817,USD,staging,Log Archive Storage
2026-08-04T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,44.0,40.4668,USD,production,Core Web App
2026-08-04T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,5.9032,USD,dev,Batch Experiment Server
2026-08-04T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-08-04T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,137.4858,USD,production,Data Processing Cluster
2026-08-05T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.3701,USD,dev,Analytics API Dev
2026-08-05T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,47.5828,USD,production,Customer DB
2026-08-05T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,16.2398,USD,test,QA Test Server
2026-08-05T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,142.0,0.4252,USD,staging,Log Archive Storage
2026-08-05T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,45.0,40.9649,USD,production,Core Web App
2026-08-05T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,5.8125,USD,dev,Batch Experiment Server
2026-08-05T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
2026-08-05T00:00:00Z,123456789012,us-east-1,EC2,i-0heavyworker01,c5n.9xlarge,Hrs,24.0,132.6396,USD,production,Data Processing Cluster
2026-08-06T00:00:00Z,123456789012,us-east-1,EC2,i-0dev123456789a,t3.xlarge,Hrs,24.0,14.3547,USD,dev,Analytics API Dev
2026-08-06T00:00:00Z,123456789012,us-east-1,RDS,db-overprov-prod01,db.r5.2xlarge,Hrs,24.0,48.1588,USD,production,Customer DB
2026-08-06T00:00:00Z,123456789012,us-west-2,EC2,i-0nonprod998877,m5.large,Hrs,24.0,15.9237,USD,test,QA Test Server
2026-08-06T00:00:00Z,123456789012,us-east-1,EBS,vol-0storagebloat01,gp3,GB-Mo,144.0,0.3976,USD,staging,Log Archive Storage
2026-08-06T00:00:00Z,123456789012,us-east-1,EC2,i-0prodapp0123,c5.2xlarge,Hrs,46.0,42.5822,USD,production,Core Web App
2026-08-06T00:00:00Z,123456789012,us-west-1,EC2,i-0spike991122,c5.4xlarge,Hrs,24.0,5.8136,USD,dev,Batch Experiment Server
2026-08-06T00:00:00Z,123456789012,eu-west-1,EC2,i-0newdeploy77,m5.xlarge,Hrs,0.0,0.0,USD,production,Payment Gateway v2
